species,decimalLatitude,decimalLongitude
Alectura lathami,-17.1076,145.5924
Alectura lathami,-17.1076,145.5924
Alectura lathami,-17.1076,145.5924
Alectura lathami,-17.1076,145.5924
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.1084,145.6027
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.116,145.6037
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1196,145.6024
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-17.1263,145.6046
Alectura lathami,-15.9703,145.3973
Alectura lathami,-15.9703,145.3973
Alectura lathami,-15.9831,145.4196
Alectura lathami,-16.167,145.4096
Alectura lathami,-16.167,145.4096
Alectura lathami,-16.167,145.4096
Alectura lathami,-16.167,145.4096
Alectura lathami,-16.167,145.4096
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.1955,145.422
Alectura lathami,-16.0759,145.444
Alectura lathami,-16.0759,145.444
Alectura lathami,-16.0759,145.444
Alectura lathami,-16.0759,145.444
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.0771,145.4611
Alectura lathami,-16.2103,145.4238
Alectura lathami,-16.2246,145.4171
Alectura lathami,-16.2342,145.4499
Alectura lathami,-16.2342,145.4499
Alectura lathami,-16.2342,145.4499
Alectura lathami,-16.2342,145.4499
Alectura lathami,-16.2342,145.4499
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.2388,145.4369
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.0798,145.4693
Alectura lathami,-16.2231,145.4374
Alectura lathami,-16.2416,145.3807
Alectura lathami,-16.2416,145.3807
Alectura lathami,-16.2416,145.3807
Alectura lathami,-16.2416,145.3807
Alectura lathami,-16.2416,145.3807
Alectura lathami,-16.2416,145.3807
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3354,145.8669
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3083,145.8284
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3133,145.8331
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3168,145.8408
Alectura lathami,-17.3208,145.847
Alectura lathami,-17.3208,145.847
Alectura lathami,-17.3208,145.847
Alectura lathami,-17.3208,145.847
Alectura lathami,-17.3208,145.847
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.3304,145.8593
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2984,145.8022
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2898,145.7953
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2824,145.7927
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2741,145.789
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2595,145.7815
Alectura lathami,-17.2526,145.7767
Alectura lathami,-17.2526,145.7767
Alectura lathami,-17.2526,145.7767
Alectura lathami,-17.242,145.7752
Alectura lathami,-17.242,145.7752
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2142,145.7555
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2181,145.7589
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2307,145.7652
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
Alectura lathami,-17.2379,145.777
